audio,text
103-1240-0012.wav,HAD IT BEEN ANY OTHER MAN IN AVONLEA MISSUS RACHEL DEFTLY PUTTING THIS AND THAT TOGETHER MIGHT HAVE GIVEN A PRETTY GOOD GUESS AS TO BOTH QUESTIONS BUT MATTHEW SO RARELY WENT FROM HOME THAT IT MUST BE SOMETHING PRESSING AND UNUSUAL WHICH WAS TAKING HIM
103-1240-0013.wav,HE WAS THE SHYEST MAN ALIVE AND HATED TO HAVE TO GO AMONG STRANGERS OR TO ANY PLACE WHERE HE MIGHT HAVE TO TALK MATTHEW DRESSED UP WITH A WHITE COLLAR AND DRIVING IN A BUGGY WAS SOMETHING THAT DIDN'T HAPPEN OFTEN MISSUS RACHEL PONDER AS SHE MIGHT COULD MAKE NOTHING OF IT
103-1240-0014.wav,AND HER AFTERNOON'S ENJOYMENT WAS SPOILED I'LL JUST STEP OVER TO GREEN GABLES AFTER TEA AND FIND OUT FROM MARILLA WHERE HE'S GONE AND WHY THE WORTHY WOMAN FINALLY CONCLUDED HE DOESN'T GENERALLY GO TO TOWN THIS TIME OF YEAR AND HE NEVER VISITS
103-1240-0015.wav,IF HE'D RUN OUT OF TURNIP SEED HE WOULDN'T DRESS UP AND TAKE THE BUGGY TO GO FOR MORE
103-1240-0016.wav,YET SOMETHING MUST HAVE HAPPENED SINCE LAST NIGHT TO START HIM OFF I'M CLEAN PUZZLED THAT'S WHAT AND I WON'T KNOW A MINUTE'S PEACE OF MIND OR CONSCIENCE UNTIL I KNOW WHAT HAS TAKEN MATTHEW CUTHBERT OUT OF AVONLEA TODAY ACCORDINGLY AFTER TEA MISSUS RACHEL SET OUT SHE HAD NOT FAR TO GO
103-1240-0017.wav,THE BIG RAMBLING ORCHARD EMBOWERED HOUSE WHERE THE CUTHBERTS LIVED WAS A SCANT QUARTER OF A MILE UP THE ROAD FROM LYNDE'S HOLLOW TO BE SURE THE LONG LANE MADE IT A GOOD DEAL FURTHER MATTHEW CUTHBERT'S FATHER AS SHY AND SILENT AS HIS SON AFTER HIM
103-1240-0018.wav,HAD GOT AS FAR AWAY AS HE POSSIBLY COULD FROM HIS FELLOW MEN WITHOUT ACTUALLY RETREATING INTO THE WOODS WHEN HE FOUNDED HIS HOMESTEAD GREEN GABLES WAS BUILT AT THE FURTHEST EDGE OF HIS CLEARED LAND AND THERE IT WAS TO THIS DAY
103-1240-0019.wav,BARELY VISIBLE FROM THE MAIN ROAD ALONG WHICH ALL THE OTHER AVONLEA HOUSES WERE SO SOCIABLY SITUATED MISSUS RACHEL LYNDE DID NOT CALL LIVING IN SUCH A PLACE LIVING AT ALL IT'S JUST STAYING THAT'S WHAT SHE SAID AS SHE STEPPED ALONG THE DEEP RUTTED GRASSY LANE
103-1240-0020.wav,BORDERED WITH WILD ROSE BUSHES IT'S NO WONDER MATTHEW AND MARILLA ARE BOTH A LITTLE ODD LIVING AWAY BACK HERE BY THEMSELVES TREES AREN'T MUCH COMPANY THOUGH DEAR KNOWS IF THEY WERE THERE'D BE ENOUGH OF THEM I'D RUTHER LOOK AT PEOPLE TO BE SURE
103-1240-0021.wav,THEY SEEM CONTENTED ENOUGH BUT THEN I SUPPOSE THEY'RE USED TO IT A BODY CAN GET USED TO ANYTHING EVEN TO BEING HANGED AS THE IRISHMAN SAID WITH THIS MISSUS RACHEL STEPPED OUT OF THE LANE INTO THE BACKYARD OF GREEN GABLES VERY GREEN AND NEAT AND PRECISE WAS THAT YARD
103-1240-0022.wav,SET ABOUT ON ONE SIDE WITH GREAT PATRIARCHAL WILLOWS AND THE OTHER WITH PRIM LOMBARDIES NOT A STRAY STICK NOR STONE WAS TO BE SEEN FOR MISSUS RACHEL WOULD HAVE SEEN IT IF THERE HAD BEEN PRIVATELY SHE WAS OF THE OPINION THAT MARILLA CUTHBERT SWEPT THAT YARD OVER AS OFTEN AS SHE SWEPT HER HOUSE
103-1240-0023.wav,ONE COULD HAVE EATEN A MEAL OFF THE GROUND WITHOUT OVERBRIMMING THE PROVERBIAL PECK OF DIRT MISSUS RACHEL RAPPED SMARTLY AT THE KITCHEN DOOR AND STEPPED IN WHEN BIDDEN TO DO SO THE KITCHEN AT GREEN GABLES WAS A CHEERFUL APARTMENT
103-1240-0024.wav,OR WOULD HAVE BEEN CHEERFUL IF IT HAD NOT BEEN SO PAINFULLY CLEAN AS TO GIVE IT SOMETHING OF THE APPEARANCE OF AN UNUSED PARLOR ITS WINDOWS LOOKED EAST AND WEST THROUGH THE WEST ONE LOOKING OUT ON THE BACK YARD CAME A FLOOD OF MELLOW JUNE SUNLIGHT BUT THE EAST ONE
103-1240-0025.wav,WHENCE YOU GOT A GLIMPSE OF THE BLOOM WHITE CHERRY TREES IN THE LEFT ORCHARD AND NODDING SLENDER BIRCHES DOWN IN THE HOLLOW BY THE BROOK WAS GREENED OVER BY A TANGLE OF VINES HERE SAT MARILLA CUTHBERT WHEN SHE SAT AT ALL ALWAYS SLIGHTLY DISTRUSTFUL OF SUNSHINE
103-1240-0026.wav,AND HERE SHE SAT NOW KNITTING AND THE TABLE BEHIND HER WAS LAID FOR SUPPER MISSUS RACHEL BEFORE SHE HAD FAIRLY CLOSED THE DOOR
103-1240-0027.wav,THERE WERE THREE PLATES LAID SO THAT MARILLA MUST BE EXPECTING SOME ONE HOME WITH MATTHEW TO TEA BUT THE DISHES WERE EVERYDAY DISHES AND THERE WAS ONLY CRAB APPLE PRESERVES AND ONE KIND OF CAKE SO THAT THE EXPECTED COMPANY COULD NOT BE ANY PARTICULAR COMPANY
103-1240-0028.wav,YET WHAT OF MATTHEW'S WHITE COLLAR AND THE SORREL MARE MISSUS RACHEL WAS GETTING FAIRLY DIZZY WITH THIS UNUSUAL MYSTERY ABOUT QUIET UNMYSTERIOUS GREEN GABLES GOOD EVENING RACHEL MARILLA SAID BRISKLY THIS IS A REAL FINE EVENING ISN'T IT WON'T YOU SIT DOWN
103-1240-0029.wav,HOW ARE ALL YOUR FOLKS SOMETHING THAT FOR LACK OF ANY OTHER NAME MIGHT BE CALLED FRIENDSHIP EXISTED AND ALWAYS HAD EXISTED BETWEEN MARILLA CUTHBERT AND MISSUS RACHEL IN SPITE OF OR PERHAPS BECAUSE OF THEIR DISSIMILARITY MARILLA WAS A TALL
103-1240-0030.wav,THIN WOMAN WITH ANGLES AND WITHOUT CURVES HER DARK HAIR SHOWED SOME GRAY STREAKS AND WAS ALWAYS TWISTED UP IN A HARD LITTLE KNOT BEHIND WITH TWO WIRE HAIRPINS STUCK AGGRESSIVELY THROUGH IT SHE LOOKED LIKE A WOMAN OF NARROW EXPERIENCE AND RIGID CONSCIENCE WHICH SHE WAS
103-1240-0031.wav,BUT THERE WAS A SAVING SOMETHING ABOUT HER MOUTH WHICH IF IT HAD BEEN EVER SO SLIGHTLY DEVELOPED MIGHT HAVE BEEN CONSIDERED INDICATIVE OF A SENSE OF HUMOR WE'RE ALL PRETTY WELL SAID MISSUS RACHEL I WAS KIND OF AFRAID YOU WEREN'T THOUGH WHEN I SAW MATTHEW STARTING OFF TODAY I THOUGHT MAYBE HE WAS GOING TO THE DOCTOR'S
103-1240-0032.wav,MARILLA'S LIPS TWITCHED UNDERSTANDINGLY SHE HAD EXPECTED MISSUS RACHEL UP SHE HAD KNOWN THAT THE SIGHT OF MATTHEW JAUNTING OFF SO UNACCOUNTABLY WOULD BE TOO MUCH FOR HER NEIGHBOR'S CURIOSITY OH NO I'M QUITE WELL ALTHOUGH I HAD A BAD HEADACHE YESTERDAY SHE SAID
103-1240-0033.wav,MATTHEW WENT TO BRIGHT RIVER WE'RE GETTING A LITTLE BOY FROM AN ORPHAN ASYLUM IN NOVA SCOTIA AND HE'S COMING ON THE TRAIN TONIGHT IF MARILLA HAD SAID THAT MATTHEW HAD GONE TO BRIGHT RIVER TO MEET A KANGAROO FROM AUSTRALIA MISSUS RACHEL COULD NOT HAVE BEEN MORE ASTONISHED
103-1240-0034.wav,SHE WAS ACTUALLY STRICKEN DUMB FOR FIVE SECONDS IT WAS UNSUPPOSABLE THAT MARILLA WAS MAKING FUN OF HER BUT MISSUS RACHEL WAS ALMOST FORCED TO SUPPOSE IT ARE YOU IN EARNEST MARILLA SHE DEMANDED WHEN VOICE RETURNED TO HER YES OF COURSE
103-1240-0035.wav,SAID MARILLA AS IF GETTING BOYS FROM ORPHAN ASYLUMS IN NOVA SCOTIA WERE PART OF THE USUAL SPRING WORK ON ANY WELL REGULATED AVONLEA FARM INSTEAD OF BEING AN UNHEARD OF INNOVATION MISSUS RACHEL FELT THAT SHE HAD RECEIVED A SEVERE MENTAL JOLT SHE THOUGHT IN EXCLAMATION POINTS
103-1240-0036.wav,MARILLA AND MATTHEW CUTHBERT OF ALL PEOPLE ADOPTING A BOY FROM AN ORPHAN ASYLUM WELL THE WORLD WAS CERTAINLY TURNING UPSIDE DOWN SHE WOULD BE SURPRISED AT NOTHING AFTER THIS NOTHING
103-1240-0037.wav,WHAT ON EARTH PUT SUCH A NOTION INTO YOUR HEAD SHE DEMANDED DISAPPROVINGLY THIS HAD BEEN DONE WITHOUT HER ADVICE BEING ASKED AND MUST PERFORCE BE DISAPPROVED WELL WE'VE BEEN THINKING ABOUT IT FOR SOME TIME ALL WINTER IN FACT RETURNED MARILLA
103-1240-0038.wav,MISSUS ALEXANDER SPENCER WAS UP HERE ONE DAY BEFORE CHRISTMAS AND SHE SAID SHE WAS GOING TO GET A LITTLE GIRL FROM THE ASYLUM OVER IN HOPETON IN THE SPRING
103-1240-0039.wav,SO MATTHEW AND I HAVE TALKED IT OVER OFF AND ON EVER SINCE WE THOUGHT WE'D GET A BOY MATTHEW IS GETTING UP IN YEARS YOU KNOW HE'S SIXTY AND HE ISN'T SO SPRY AS HE ONCE WAS HIS HEART TROUBLES HIM A GOOD DEAL AND YOU KNOW HOW DESPERATE HARD IT'S GOT TO BE TO GET HIRED HELP
103-1240-0040.wav,THERE'S NEVER ANYBODY TO BE HAD BUT THOSE STUPID HALF GROWN LITTLE FRENCH BOYS AND AS SOON AS YOU DO GET ONE BROKE INTO YOUR WAYS AND TAUGHT SOMETHING HE'S UP AND OFF TO THE LOBSTER CANNERIES OR THE STATES AT FIRST MATTHEW SUGGESTED GETTING A HOME BOY BUT I SAID NO FLAT TO THAT
103-1240-0041.wav,THEY MAY BE ALL RIGHT I'M NOT SAYING THEY'RE NOT BUT NO LONDON STREET ARABS FOR ME I SAID GIVE ME A NATIVE BORN AT LEAST THERE'LL BE A RISK NO MATTER WHO WE GET BUT I'LL FEEL EASIER IN MY MIND AND SLEEP SOUNDER AT NIGHTS IF WE GET A BORN CANADIAN
103-1240-0042.wav,SO IN THE END WE DECIDED TO ASK MISSUS SPENCER TO PICK US OUT ONE WHEN SHE WENT OVER TO GET HER LITTLE GIRL WE HEARD LAST WEEK SHE WAS GOING SO WE SENT HER WORD BY RICHARD SPENCER'S FOLKS AT CARMODY TO BRING US A SMART LIKELY BOY OF ABOUT TEN OR ELEVEN WE DECIDED THAT WOULD BE THE BEST AGE
103-1240-0043.wav,OLD ENOUGH TO BE OF SOME USE IN DOING CHORES RIGHT OFF AND YOUNG ENOUGH TO BE TRAINED UP PROPER WE MEAN TO GIVE HIM A GOOD HOME AND SCHOOLING WE HAD A TELEGRAM FROM MISSUS ALEXANDER SPENCER TODAY THE MAIL MAN BROUGHT IT FROM THE STATION SAYING THEY WERE COMING ON THE FIVE THIRTY TRAIN TONIGHT
103-1240-0044.wav,SO MATTHEW WENT TO BRIGHT RIVER TO MEET HIM MISSUS SPENCER WILL DROP HIM OFF THERE OF COURSE SHE GOES ON TO WHITE SANDS STATION HERSELF MISSUS RACHEL PRIDED HERSELF ON ALWAYS SPEAKING HER MIND SHE PROCEEDED TO SPEAK IT NOW HAVING ADJUSTED HER MENTAL ATTITUDE TO THIS AMAZING PIECE OF NEWS
103-1240-0045.wav,WELL MARILLA I'LL JUST TELL YOU PLAIN THAT I THINK YOU'RE DOING A MIGHTY FOOLISH THING A RISKY THING THAT'S WHAT YOU DON'T KNOW WHAT YOU'RE GETTING YOU'RE BRINGING A STRANGE CHILD INTO YOUR HOUSE AND HOME AND YOU DON'T KNOW A SINGLE THING ABOUT HIM NOR WHAT HIS DISPOSITION IS LIKE NOR WHAT SORT OF PARENTS HE HAD
103-1240-0046.wav,NOR HOW HE'S LIKELY TO TURN OUT WHY IT WAS ONLY LAST WEEK I READ IN THE PAPER HOW A MAN AND HIS WIFE UP WEST OF THE ISLAND TOOK A BOY OUT OF AN ORPHAN ASYLUM AND HE SET FIRE TO THE HOUSE AT NIGHT SET IT ON PURPOSE MARILLA AND NEARLY BURNT THEM TO A CRISP IN THEIR BEDS
103-1240-0047.wav,AND I KNOW ANOTHER CASE WHERE AN ADOPTED BOY USED TO SUCK THE EGGS THEY COULDN'T BREAK HIM OF IT IF YOU HAD ASKED MY ADVICE IN THE MATTER WHICH YOU DIDN'T DO MARILLA I'D HAVE SAID FOR MERCY'S SAKE NOT TO THINK OF SUCH A THING THAT'S WHAT
103-1240-0048.wav,THIS JOB'S COMFORTING SEEMED NEITHER TO OFFEND NOR TO ALARM MARILLA SHE KNITTED STEADILY ON I DON'T DENY THERE'S SOMETHING IN WHAT YOU SAY RACHEL I'VE HAD SOME QUALMS MYSELF BUT MATTHEW WAS TERRIBLE SET ON IT I COULD SEE THAT SO I GAVE IN
103-1240-0049.wav,IT'S SO SELDOM MATTHEW SETS HIS MIND ON ANYTHING THAT WHEN HE DOES I ALWAYS FEEL IT'S MY DUTY TO GIVE IN AND AS FOR THE RISK THERE'S RISKS IN PRETTY NEAR EVERYTHING A BODY DOES IN THIS WORLD THERE'S RISKS IN PEOPLE'S HAVING CHILDREN OF THEIR OWN IF IT COMES TO THAT THEY DON'T ALWAYS TURN OUT WELL
103-1240-0050.wav,AND THEN NOVA SCOTIA IS RIGHT CLOSE TO THE ISLAND IT ISN'T AS IF WE WERE GETTING HIM FROM ENGLAND OR THE STATES HE CAN'T BE MUCH DIFFERENT FROM OURSELVES WELL I HOPE IT WILL TURN OUT ALL RIGHT SAID MISSUS RACHEL IN A TONE THAT PLAINLY INDICATED HER PAINFUL DOUBTS
103-1240-0051.wav,ONLY DON'T SAY I DIDN'T WARN YOU IF HE BURNS GREEN GABLES DOWN OR PUTS STRYCHNINE IN THE WELL I HEARD OF A CASE OVER IN NEW BRUNSWICK WHERE AN ORPHAN ASYLUM CHILD DID THAT AND THE WHOLE FAMILY DIED IN FEARFUL AGONIES ONLY IT WAS A GIRL IN THAT INSTANCE WELL WE'RE NOT GETTING A GIRL SAID MARILLA
103-1240-0052.wav,AS IF POISONING WELLS WERE A PURELY FEMININE ACCOMPLISHMENT AND NOT TO BE DREADED IN THE CASE OF A BOY I'D NEVER DREAM OF TAKING A GIRL TO BRING UP I WONDER AT MISSUS ALEXANDER SPENCER FOR DOING IT BUT THERE SHE WOULDN'T SHRINK FROM ADOPTING A WHOLE ORPHAN ASYLUM IF SHE TOOK IT INTO HER HEAD
103-1240-0053.wav,MISSUS RACHEL WOULD HAVE LIKED TO STAY UNTIL MATTHEW CAME HOME WITH HIS IMPORTED ORPHAN BUT REFLECTING THAT IT WOULD BE A GOOD TWO HOURS AT LEAST BEFORE HIS ARRIVAL SHE CONCLUDED TO GO UP THE ROAD TO ROBERT BELL'S AND TELL THE NEWS IT WOULD CERTAINLY MAKE A SENSATION SECOND TO NONE
103-1240-0054.wav,AND MISSUS RACHEL DEARLY LOVED TO MAKE A SENSATION SO SHE TOOK HERSELF AWAY SOMEWHAT TO MARILLA'S RELIEF FOR THE LATTER FELT HER DOUBTS AND FEARS REVIVING UNDER THE INFLUENCE OF MISSUS RACHEL'S PESSIMISM WELL OF ALL THINGS THAT EVER WERE OR WILL BE EJACULATED MISSUS RACHEL WHEN SHE WAS SAFELY OUT IN THE LANE
103-1240-0055.wav,IT DOES REALLY SEEM AS IF I MUST BE DREAMING WELL I'M SORRY FOR THAT POOR YOUNG ONE AND NO MISTAKE MATTHEW AND MARILLA DON'T KNOW ANYTHING ABOUT CHILDREN AND THEY'LL EXPECT HIM TO BE WISER AND STEADIER THAT HIS OWN GRANDFATHER
103-1240-0056.wav,IT SEEMS UNCANNY TO THINK OF A CHILD AT GREEN GABLES SOMEHOW THERE'S NEVER BEEN ONE THERE FOR MATTHEW AND MARILLA WERE GROWN UP WHEN THE NEW HOUSE WAS BUILT IF THEY EVER WERE CHILDREN WHICH IS HARD TO BELIEVE WHEN ONE LOOKS AT THEM I WOULDN'T BE IN THAT ORPHAN'S SHOES FOR ANYTHING
103-1240-0057.wav,MY BUT I PITY HIM THAT'S WHAT SO SAID MISSUS RACHEL TO THE WILD ROSE BUSHES OUT OF THE FULNESS OF HER HEART
103-1241-0000.wav,CHAPTER TWO MATTHEW CUTHBERT IS SURPRISED MATTHEW CUTHBERT AND THE SORREL MARE JOGGED COMFORTABLY OVER THE EIGHT MILES TO BRIGHT RIVER IT WAS A PRETTY ROAD RUNNING ALONG BETWEEN SNUG FARMSTEADS WITH NOW AND AGAIN A BIT OF BALSAMY FIR WOOD TO DRIVE THROUGH
103-1241-0001.wav,OR A HOLLOW WHERE WILD PLUMS HUNG OUT THEIR FILMY BLOOM THE AIR WAS SWEET WITH THE BREATH OF MANY APPLE ORCHARDS AND THE MEADOWS SLOPED AWAY IN THE DISTANCE TO HORIZON MISTS OF PEARL AND PURPLE WHILE THE LITTLE BIRDS SANG AS IF IT WERE THE ONE DAY OF SUMMER IN ALL THE YEAR
103-1241-0002.wav,MATTHEW ENJOYED THE DRIVE AFTER HIS OWN FASHION EXCEPT DURING THE MOMENTS WHEN HE MET WOMEN AND HAD TO NOD TO THEM FOR IN PRINCE EDWARD ISLAND YOU ARE SUPPOSED TO NOD TO ALL AND SUNDRY YOU MEET ON THE ROAD WHETHER YOU KNOW THEM OR NOT MATTHEW DREADED ALL WOMEN EXCEPT MARILLA AND MISSUS RACHEL
103-1241-0003.wav,HE HAD AN UNCOMFORTABLE FEELING THAT THE MYSTERIOUS CREATURES WERE SECRETLY LAUGHING AT HIM HE MAY HAVE BEEN QUITE RIGHT IN THINKING SO FOR HE WAS AN ODD LOOKING PERSONAGE WITH AN UNGAINLY FIGURE AND LONG IRON GRAY HAIR THAT TOUCHED HIS STOOPING SHOULDERS
103-1241-0004.wav,AND A FULL SOFT BROWN BEARD WHICH HE HAD WORN EVER SINCE HE WAS TWENTY IN FACT HE HAD LOOKED AT TWENTY VERY MUCH AS HE LOOKED AT SIXTY LACKING A LITTLE OF THE GRAYNESS WHEN HE REACHED BRIGHT RIVER THERE WAS NO SIGN OF ANY TRAIN
103-1241-0005.wav,HE THOUGHT HE WAS TOO EARLY SO HE TIED HIS HORSE IN THE YARD OF THE SMALL BRIGHT RIVER HOTEL AND WENT OVER TO THE STATION HOUSE THE LONG PLATFORM WAS ALMOST DESERTED THE ONLY LIVING CREATURE IN SIGHT BEING A GIRL WHO WAS SITTING ON A PILE OF SHINGLES AT THE EXTREME END
103-1241-0006.wav,MATTHEW BARELY NOTING THAT IT WAS A GIRL SIDLED PAST HER AS QUICKLY AS POSSIBLE WITHOUT LOOKING AT HER HAD HE LOOKED HE COULD HARDLY HAVE FAILED TO NOTICE THE TENSE RIGIDITY AND EXPECTATION OF HER ATTITUDE AND EXPRESSION SHE WAS SITTING THERE WAITING FOR SOMETHING OR SOMEBODY
103-1241-0007.wav,AND SINCE SITTING AND WAITING WAS THE ONLY THING TO DO JUST THEN SHE SAT AND WAITED WITH ALL HER MIGHT AND MAIN MATTHEW ENCOUNTERED THE STATIONMASTER LOCKING UP THE TICKET OFFICE PREPARATORY TO GOING HOME FOR SUPPER AND ASKED HIM IF THE FIVE THIRTY TRAIN WOULD SOON BE ALONG
103-1241-0008.wav,THE FIVE THIRTY TRAIN HAS BEEN IN AND GONE HALF AN HOUR AGO ANSWERED THAT BRISK OFFICIAL BUT THERE WAS A PASSENGER DROPPED OFF FOR YOU A LITTLE GIRL SHE'S SITTING OUT THERE ON THE SHINGLES I ASKED HER TO GO INTO THE LADIES WAITING ROOM BUT SHE INFORMED ME GRAVELY THAT SHE PREFERRED TO STAY OUTSIDE
103-1241-0009.wav,SHE'S A CASE I SHOULD SAY I'M NOT EXPECTING A GIRL SAID MATTHEW BLANKLY IT'S A BOY I'VE COME FOR HE SHOULD BE HERE MISSUS ALEXANDER SPENCER WAS TO BRING HIM OVER FROM NOVA SCOTIA FOR ME THE STATIONMASTER WHISTLED
103-1241-0010.wav,GUESS THERE'S SOME MISTAKE HE SAID MISSUS SPENCER CAME OFF THE TRAIN WITH THAT GIRL AND GAVE HER INTO MY CHARGE SAID YOU AND YOUR SISTER WERE ADOPTING HER FROM AN ORPHAN ASYLUM AND THAT YOU WOULD BE ALONG FOR HER PRESENTLY THAT'S ALL I KNOW ABOUT IT AND I HAVEN'T GOT ANY MORE ORPHANS CONCEALED HEREABOUTS
103-1241-0011.wav,I DON'T UNDERSTAND SAID MATTHEW HELPLESSLY WISHING THAT MARILLA WAS AT HAND TO COPE WITH THE SITUATION WELL YOU'D BETTER QUESTION THE GIRL SAID THE STATION MASTER CARELESSLY I DARE SAY SHE'LL BE ABLE TO EXPLAIN SHE'S GOT A TONGUE OF HER OWN THAT'S CERTAIN
103-1241-0012.wav,MAYBE THEY WERE OUT OF BOYS OF THE BRAND YOU WANTED HE WALKED JAUNTILY AWAY BEING HUNGRY AND THE UNFORTUNATE MATTHEW WAS LEFT TO DO THAT WHICH WAS HARDER FOR HIM THAN BEARDING A LION IN ITS DEN WALK UP TO A GIRL A STRANGE GIRL AN ORPHAN GIRL
103-1241-0013.wav,AND DEMAND OF HER WHY SHE WASN'T A BOY MATTHEW GROANED IN SPIRIT AS HE TURNED ABOUT AND SHUFFLED GENTLY DOWN THE PLATFORM TOWARDS HER SHE HAD BEEN WATCHING HIM EVER SINCE HE HAD PASSED HER AND SHE HAD HER EYES ON HIM NOW MATTHEW WAS NOT LOOKING AT HER
103-1241-0014.wav,A CHILD OF ABOUT ELEVEN GARBED IN A VERY SHORT VERY TIGHT VERY UGLY DRESS OF YELLOWISH GRAY WINCEY SHE WORE A FADED BROWN SAILOR HAT AND BENEATH THE HAT EXTENDING DOWN HER BACK WERE TWO BRAIDS OF VERY THICK DECIDEDLY RED HAIR
103-1241-0015.wav,HER FACE WAS SMALL WHITE AND THIN ALSO MUCH FRECKLED HER MOUTH WAS LARGE AND SO WERE HER EYES WHICH LOOKED GREEN IN SOME LIGHTS AND MOODS AND GRAY IN OTHERS SO FAR THE ORDINARY OBSERVER AN EXTRAORDINARY OBSERVER
103-1241-0016.wav,MIGHT HAVE SEEN THAT THE CHIN WAS VERY POINTED AND PRONOUNCED THAT THE BIG EYES WERE FULL OF SPIRIT AND VIVACITY THAT THE MOUTH WAS SWEET LIPPED AND EXPRESSIVE THAT THE FOREHEAD WAS BROAD AND FULL IN SHORT OUR DISCERNING EXTRAORDINARY OBSERVER MIGHT HAVE CONCLUDED
103-1241-0017.wav,WAS SO LUDICROUSLY AFRAID MATTHEW HOWEVER WAS SPARED THE ORDEAL OF SPEAKING FIRST FOR AS SOON AS SHE CONCLUDED THAT HE WAS COMING TO HER SHE STOOD UP GRASPING WITH ONE THIN BROWN HAND THE HANDLE OF A SHABBY OLD FASHIONED CARPET BAG THE OTHER SHE HELD OUT TO HIM
103-1241-0018.wav,I SUPPOSE YOU ARE MISTER MATTHEW CUTHBERT OF GREEN GABLES SHE SAID IN A PECULIARLY CLEAR SWEET VOICE I'M VERY GLAD TO SEE YOU I WAS BEGINNING TO BE AFRAID YOU WEREN'T COMING FOR ME
